Valuador,Muestra,NombreProducto,CodigoProducto,CodigoMuestra
V10,1,137_1,125,M912
V10,2,139_2,261,M986
V10,4,142_2,161,M369
V10,8,140_2,977,M294
V10,5,134_2,958,M897
V10,6,141_1,448,M855
V10,7,134_1,984,M948
V10,3,145_2,333,M795
V11,2,139_2,261,M346
V11,8,140_2,977,M523
V11,1,137_1,125,M745
V11,6,141_1,448,M676
V11,4,142_2,161,M427
V11,3,145_2,333,M277
V11,5,134_2,958,M131
V11,7,134_1,984,M242
V12,8,140_2,977,M896
V12,6,141_1,448,M716
V12,2,139_2,261,M821
V12,3,145_2,333,M298
V12,1,137_1,125,M500
V12,7,134_1,984,M506
V12,4,142_2,161,M71
V12,5,134_2,958,M245
V13,6,141_1,448,M126
V13,3,145_2,333,M144
V13,8,140_2,977,M532
V13,7,134_1,984,M73
V13,2,139_2,261,M603
V13,5,134_2,958,M712
V13,1,137_1,125,M935
V13,4,142_2,161,M29
V14,3,145_2,333,M793
V14,7,134_1,984,M951
V14,6,141_1,448,M516
V14,5,134_2,958,M487
V14,8,140_2,977,M390
V14,4,142_2,161,M188
V14,2,139_2,261,M368
V14,1,137_1,125,M759
V15,7,134_1,984,M727
V15,5,134_2,958,M669
V15,3,145_2,333,M624
V15,4,142_2,161,M885
V15,6,141_1,448,M459
V15,1,137_1,125,M975
V15,8,140_2,977,M750
V15,2,139_2,261,M581
V16,5,134_2,958,M283
V16,4,142_2,161,M746
V16,7,134_1,984,M116
V16,1,137_1,125,M379
V16,3,145_2,333,M10
V16,2,139_2,261,M452
V16,6,141_1,448,M469
V16,8,140_2,977,M370
V17,6,141_1,448,M991
V17,8,140_2,977,M366
V17,7,134_1,984,M311
V17,1,137_1,125,M851
V17,2,139_2,261,M288
V17,5,134_2,958,M96
V17,3,145_2,333,M779
V17,4,142_2,161,M969
V18,8,140_2,977,M553
V18,1,137_1,125,M454
V18,6,141_1,448,M52
V18,5,134_2,958,M987
V18,7,134_1,984,M937
V18,4,142_2,161,M274
V18,2,139_2,261,M611
V18,3,145_2,333,M117
V19,1,137_1,125,M392
V19,5,134_2,958,M893
V19,8,140_2,977,M811
V19,4,142_2,161,M507
V19,6,141_1,448,M602
V19,3,145_2,333,M373
V19,7,134_1,984,M341
V19,2,139_2,261,M387
V20,5,134_2,958,M852
V20,4,142_2,161,M579
V20,1,137_1,125,M720
V20,3,145_2,333,M872
V20,8,140_2,977,M19
V20,2,139_2,261,M145
V20,6,141_1,448,M353
V20,7,134_1,984,M460
V21,4,142_2,161,M651
V21,3,145_2,333,M771
V21,5,134_2,958,M401
V21,2,139_2,261,M997
V21,1,137_1,125,M940
V21,7,134_1,984,M464
V21,8,140_2,977,M575
V21,6,141_1,448,M631
V22,3,145_2,333,M728
V22,2,139_2,261,M967
V22,4,142_2,161,M875
V22,7,134_1,984,M15
V22,5,134_2,958,M378
V22,6,141_1,448,M407
V22,1,137_1,125,M5
V22,8,140_2,977,M198
V23,2,139_2,261,M733
V23,7,134_1,984,M270
V23,3,145_2,333,M655
V23,6,141_1,448,M993
V23,4,142_2,161,M455
V23,8,140_2,977,M92
V23,5,134_2,958,M590
V23,1,137_1,125,M344
V24,7,134_1,984,M416
V24,6,141_1,448,M244
V24,2,139_2,261,M595
V24,8,140_2,977,M228
V24,3,145_2,333,M826
V24,1,137_1,125,M522
V24,4,142_2,161,M800
V24,5,134_2,958,M411
V25,4,142_2,161,M919
V25,1,137_1,125,M479
V25,7,134_1,984,M374
V25,2,139_2,261,M488
V25,8,140_2,977,M509
V25,5,134_2,958,M710
V25,6,141_1,448,M4
V25,3,145_2,333,M421
V26,1,137_1,125,M289
V26,2,139_2,261,M297
V26,4,142_2,161,M409
V26,5,134_2,958,M153
V26,7,134_1,984,M272
V26,3,145_2,333,M644
V26,8,140_2,977,M57
V26,6,141_1,448,M901
V27,2,139_2,261,M310
V27,5,134_2,958,M502
V27,1,137_1,125,M661
V27,3,145_2,333,M600
V27,4,142_2,161,M367
V27,6,141_1,448,M839
V27,7,134_1,984,M870
V27,8,140_2,977,M879
V28,5,134_2,958,M151
V28,3,145_2,333,M784
V28,2,139_2,261,M756
V28,6,141_1,448,M782
V28,1,137_1,125,M884
V28,8,140_2,977,M169
V28,4,142_2,161,M258
V28,7,134_1,984,M393
V29,3,145_2,333,M682
V29,6,141_1,448,M977
V29,5,134_2,958,M503
V29,8,140_2,977,M926
V29,2,139_2,261,M308
V29,7,134_1,984,M261
V29,1,137_1,125,M129
V29,4,142_2,161,M328
V30,6,141_1,448,M945
V30,8,140_2,977,M895
V30,3,145_2,333,M881
V30,7,134_1,984,M551
V30,5,134_2,958,M927
V30,4,142_2,161,M327
V30,2,139_2,261,M574
V30,1,137_1,125,M931
V31,8,140_2,977,M836
V31,7,134_1,984,M923
V31,6,141_1,448,M189
V31,4,142_2,161,M398
V31,3,145_2,333,M191
V31,1,137_1,125,M629
V31,5,134_2,958,M898
V31,2,139_2,261,M329
V32,7,134_1,984,M472
V32,4,142_2,161,M439
V32,8,140_2,977,M789
V32,1,137_1,125,M971
V32,6,141_1,448,M134
V32,2,139_2,261,M690
V32,3,145_2,333,M423
V32,5,134_2,958,M944
